Marca,Potencia,Tipo de vehículo,Año,Km,Tipo Gasolina,Ubicación,Precio
MERCEDES-BENZ Clase A,250,Sedán,2020,44000,Híbrido Enchufable,Madrid,29990
MERCEDES-BENZ Clase A,200,,2019,83453,Diésel,Málaga,25890
MERCEDES-BENZ Clase A,250,,2020,88905,Híbrido,Madrid,28490
MERCEDES-BENZ Clase A,200,,2020,97965,Diésel,Málaga,27450
MERCEDES-BENZ Clase A,250,,2020,66000,Híbrido Enchufable,Madrid,28990
MERCEDES-BENZ Clase A,180,,2015,92016,Diésel,Madrid,16899
MERCEDES-BENZ Clase A,180,,2023,26000,Gasolina,Madrid,30990
MERCEDES-BENZ Clase A,200,,2019,70795,Diésel,Madrid,26990
MERCEDES-BENZ Clase A,180,,2022,73984,Diésel,Madrid,26990
MERCEDES-BENZ Clase A,200,,2019,135000,Gasolina,Madrid,26490
MERCEDES-BENZ Clase A,200,,2023,17596,Diésel,Málaga,34890
MERCEDES-BENZ Clase A,180,,2023,21072,Gasolina,Málaga,32890
MERCEDES-BENZ Clase A,180,,2020,76597,Diésel,Málaga,24890
MERCEDES-BENZ Clase A,180,Sedán,2023,19913,Gasolina,Málaga,31990
MERCEDES-BENZ Clase A,250,,2020,91155,Híbrido,Madrid,25900
MERCEDES-BENZ Clase A,180,,2023,29620,Gasolina,Málaga,31890
MERCEDES-BENZ Clase A,250,,2024,10423,Híbrido Enchufable,Barcelona,40000
MERCEDES-BENZ Clase A,180,,2023,25270,Gasolina,Barcelona,32800
MERCEDES-BENZ Clase A,180,,2022,78538,Diésel,Madrid,25490
MERCEDES-BENZ Clase A,170,,2012,230000,Diésel,Navarra,15050
MERCEDES-BENZ Clase A,180,,2017,71151,Gasolina,La Coruña,20490
MERCEDES-BENZ Clase A,200,,2023,8000,Diésel,Barcelona,36895
MERCEDES-BENZ Clase A,200,,2019,172291,Diésel,Córdoba,26400
MERCEDES-BENZ Clase A,250,,2023,9000,Híbrido,Madrid,39990
MERCEDES-BENZ Clase A,200,,2020,53426,Gasolina,Ciudad Real,28490
MERCEDES-BENZ Clase A,200,,2020,79957,Diésel,Málaga,27890
MERCEDES-BENZ Clase A,180,Sedán,2020,79513,Diésel,Cádiz,28500
MERCEDES-BENZ Clase A,250,Sedán,2022,65805,Híbrido,Valladolid,30900
MERCEDES-BENZ Clase A,200,,2023,57286,Diésel,Málaga,30890
MERCEDES-BENZ Clase A,200,,2016,78102,Diésel,Valencia,18990
MERCEDES-BENZ Clase A,200,,2019,63200,Gasolina,Madrid,28490
MERCEDES-BENZ Clase A,200,,2018,65000,Gasolina,Madrid,27490
MERCEDES-BENZ Clase A,200,,2016,114701,Diésel,Barcelona,20950
MERCEDES-BENZ Clase A,200,,2016,103297,Diésel,Almería,19750
MERCEDES-BENZ Clase A,200,,2015,53545,Diésel,Zaragoza,20990
MERCEDES-BENZ Clase A,200,,2015,137837,Diésel,Alicante,17200
MERCEDES-BENZ Clase A,180,,2007,165989,Diésel,Ciudad Real,6750
MERCEDES-BENZ Clase A,180,,2005,187757,Diésel,Alicante,5999
MERCEDES-BENZ Clase A,200,,2018,144719,Gasolina,Madrid,22300
MERCEDES-BENZ Clase A,200,,2018,125136,Diésel,Madrid,21900
MERCEDES-BENZ Clase A,200,,2018,74671,Diésel,Barcelona,20900
MERCEDES-BENZ Clase A,200,,2016,70686,Diésel,Madrid,20990
MERCEDES-BENZ Clase A,180,,2023,10969,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,180,,2015,130511,Diésel,Madrid,14890
MERCEDES-BENZ Clase A,180,,2014,121936,Diésel,Girona,15200
MERCEDES-BENZ Clase A,180,,2018,86331,Diésel,Barcelona,27990
MERCEDES-BENZ Clase A,200,,2016,132000,Diésel,Badajoz,19500
MERCEDES-BENZ Clase A,200,,2018,109999,Diésel,Granada,22490
MERCEDES-BENZ Clase A,200,,2022,67245,Gasolina,Madrid,31699
MERCEDES-BENZ Clase A,220,,2013,196000,Diésel,Badajoz,16900
MERCEDES-BENZ Clase A,250,,2022,49884,Híbrido,Madrid,31990
MERCEDES-BENZ Clase A,200,,2019,70054,Diésel,Madrid,26990
MERCEDES-BENZ Clase A,180,,2018,92019,Diésel,Madrid,23990
MERCEDES-BENZ Clase A,200,,2019,145000,Diésel,Alicante,22900
MERCEDES-BENZ Clase A,180,,2018,86331,Diésel,Barcelona,27990
MERCEDES-BENZ Clase A,220,,2019,96000,Gasolina,Toledo,26490
MERCEDES-BENZ Clase A,250,,2021,68654,Híbrido,Madrid,28795
MERCEDES-BENZ Clase A,180,,2020,38822,Diésel,Alicante,25990
MERCEDES-BENZ Clase A,180,,2013,199341,Diésel,Madrid,12990
MERCEDES-BENZ Clase A,200,,2023,23824,Diésel,Madrid,32990
MERCEDES-BENZ Clase A,200,,2016,61000,Diésel,Madrid,22490
MERCEDES-BENZ Clase A,200,,2023,23529,Diésel,Sevilla,32900
MERCEDES-BENZ Clase A,180,,2021,105454,Gasolina,Granada,23290
MERCEDES-BENZ Clase A,180,,2015,130511,Diésel,Madrid,14890
MERCEDES-BENZ Clase A,180,,2014,121936,Diésel,Girona,15200
MERCEDES-BENZ Clase A,180,,2015,149023,Diésel,Granada,14200
MERCEDES-BENZ Clase A,180,,2019,42561,Diésel,Madrid,25450
MERCEDES-BENZ Clase A,180,,2022,61755,Diésel,Madrid,31800
MERCEDES-BENZ Clase A,200,,2018,109999,Diésel,Granada,22490
MERCEDES-BENZ Clase A,220,,2020,41600,Diésel,Alicante,34900
MERCEDES-BENZ Clase A,200,,2023,28429,Diésel,Sevilla,32900
MERCEDES-BENZ Clase A,200,,2014,119224,Diésel,Madrid,17399
MERCEDES-BENZ Clase A,136,,2018,133815,Diésel,Madrid,17850
MERCEDES-BENZ Clase A,180,,2020,111634,Diésel,Madrid,23999
MERCEDES-BENZ Clase A,180,,2019,80986,Diésel,Madrid,24900
MERCEDES-BENZ Clase A,180,,2023,14099,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,250,,2022,49884,Híbrido,Madrid,31990
MERCEDES-BENZ Clase A,200,,2019,70054,Diésel,Madrid,26990
MERCEDES-BENZ Clase A,180,,2018,92019,Diésel,Madrid,23990
MERCEDES-BENZ Clase A,180,,2013,199341,Diésel,Madrid,12990
MERCEDES-BENZ Clase A,200,,2020,150172,Diésel,Cádiz,25900
MERCEDES-BENZ Clase A,200,,2020,85632,Diésel,Málaga,27590
MERCEDES-BENZ Clase A,180,,2021,77869,Gasolina,Girona,29800
MERCEDES-BENZ Clase A,180,,2020,93000,Diésel,Madrid,26490
MERCEDES-BENZ Clase A,180,,2019,70300,Diésel,Madrid,26990
MERCEDES-BENZ Clase A,200,,2018,92858,Diésel,Madrid,21700
MERCEDES-BENZ Clase A,180,,2019,80986,Diésel,Madrid,24900
MERCEDES-BENZ Clase A,180,,2020,81000,Gasolina,Sevilla,19950
MERCEDES-BENZ Clase A,200,,2023,17200,Gasolina,Málaga,33890
MERCEDES-BENZ Clase A,180,,2023,22561,Gasolina,Málaga,32890
MERCEDES-BENZ Clase A,250,Sedán,2023,17696,Híbrido,Madrid,33990
MERCEDES-BENZ Clase A,200,,2023,19460,Diésel,Barcelona,34950
MERCEDES-BENZ Clase A,200,,2018,76045,Gasolina,Barcelona,26300
MERCEDES-BENZ Clase A,136,,2017,119428,Diésel,Pontevedra,21990
MERCEDES-BENZ Clase A,250,,2020,48327,Híbrido Enchufable,Madrid,33750
MERCEDES-BENZ Clase A,150,,2021,55000,Diésel,Zaragoza,23700
MERCEDES-BENZ Clase A,250,,2018,45000,Gasolina,Málaga,32950
MERCEDES-BENZ Clase A,115,,2021,85000,Diésel,Madrid,23000
MERCEDES-BENZ Clase A,200,,2023,8882,Diésel,Barcelona,36895
MERCEDES-BENZ Clase A,200,,2022,17102,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,,2023,17361,Gasolina,Barcelona,35495
MERCEDES-BENZ Clase A,200,,2023,15613,Diésel,Soria,31500
MERCEDES-BENZ Clase A,180,,2014,124006,Diésel,Murcia,14990
MERCEDES-BENZ Clase A,200,,2017,211204,Diésel,Madrid,13999
MERCEDES-BENZ Clase A,250,,2024,0,Híbrido,Madrid,49500
MERCEDES-BENZ Clase A,180,,2024,11,Gasolina,La Rioja,36900
MERCEDES-BENZ Clase A,250,,2024,2500,Híbrido,La Rioja,41900
MERCEDES-BENZ Clase A,150,,2021,55000,Diésel,Zaragoza,23700
MERCEDES-BENZ Clase A,250,,2018,45000,Gasolina,Málaga,32950
MERCEDES-BENZ Clase A,115,,2021,85000,Diésel,Madrid,23000
MERCEDES-BENZ Clase A,200,,2023,17361,Gasolina,Barcelona,35495
MERCEDES-BENZ Clase A,200,,2023,8882,Diésel,Barcelona,36895
MERCEDES-BENZ Clase A,200,,2022,17102,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,,2023,15613,Diésel,Soria,31500
MERCEDES-BENZ Clase A,200,,2021,78950,Diésel,Madrid,28990
MERCEDES-BENZ Clase A,180,,2014,124006,Diésel,Murcia,14990
MERCEDES-BENZ Clase A,180,,2021,135275,Diésel,Albacete,24250
MERCEDES-BENZ Clase A,200,,2018,136000,Diésel,Asturias,22500
MERCEDES-BENZ Clase A,180,,2020,87052,Diésel,Madrid,24499
MERCEDES-BENZ Clase A,200,,2023,29439,Diésel,Sevilla,32900
MERCEDES-BENZ Clase A,200,,2023,15180,Gasolina,Barcelona,35795
MERCEDES-BENZ Clase A,200,,2023,11879,Diésel,Sevilla,33900
MERCEDES-BENZ Clase A,200,,2023,10929,Diésel,Sevilla,34500
MERCEDES-BENZ Clase A,200,,2018,108051,Diésel,Castellón,22490
MERCEDES-BENZ Clase A,200,,2023,16857,Diésel,Barcelona,34900
MERCEDES-BENZ Clase A,180,,2014,162000,Diésel,Cáceres,13900
MERCEDES-BENZ Clase A,180,,2021,70342,Diésel,Alicante,27990
MERCEDES-BENZ Clase A,200,,2019,41597,Diésel,Madrid,26290
MERCEDES-BENZ Clase A,180,,2023,12342,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,180,,2023,12342,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,200,,2023,29439,Diésel,Sevilla,32900
MERCEDES-BENZ Clase A,200,,2023,29500,Diésel,Asturias,36900
MERCEDES-BENZ Clase A,200,Sedán,2020,127529,Diésel,Madrid,27490
MERCEDES-BENZ Clase A,200,,2023,26125,Diésel,Madrid,31990
MERCEDES-BENZ Clase A,250,,2020,114207,Híbrido,Madrid,26990
MERCEDES-BENZ Clase A,200,,2020,77293,Diésel,Madrid,27490
MERCEDES-BENZ Clase A,200,,2019,54534,Diésel,Málaga,26695
MERCEDES-BENZ Clase A,180,,2020,88679,Diésel,Barcelona,24850
MERCEDES-BENZ Clase A,200,,2020,76687,Gasolina,Barcelona,26900
MERCEDES-BENZ Clase A,180,,2020,87052,Diésel,Barcelona,24499
MERCEDES-BENZ Clase A,200,,2015,178200,Diésel,Madrid,16890
MERCEDES-BENZ Clase A,200,,2019,87200,Diésel,Madrid,24900
MERCEDES-BENZ Clase A,180,,2020,62449,Diésel,Málaga,28900
MERCEDES-BENZ Clase A,180,,2022,89750,Diésel,Madrid,31490
MERCEDES-BENZ Clase A,200,,2017,60700,Diésel,Burgos,24900
MERCEDES-BENZ Clase A,180,,2020,88679,Diésel,Barcelona,24850
MERCEDES-BENZ Clase A,200,,2020,76687,Gasolina,Barcelona,26900
MERCEDES-BENZ Clase A,180,,2020,87052,Diésel,Barcelona,24499
MERCEDES-BENZ Clase A,180,,2021,73000,Diésel,Madrid,25990
MERCEDES-BENZ Clase A,200,,2019,54578,Diésel,Madrid,29100
MERCEDES-BENZ Clase A,180,,2018,53500,Diésel,Madrid,25990
MERCEDES-BENZ Clase A,220,,2017,114000,Diésel,Madrid,19990
MERCEDES-BENZ Clase A,180,,2023,15000,Gasolina,Málaga,31890
MERCEDES-BENZ Clase A,180,,2023,9955,Gasolina,Málaga,30890
MERCEDES-BENZ Clase A,250,,2021,47891,Gasolina,Barcelona,37200
MERCEDES-BENZ Clase A,200,,2023,19604,Diésel,Barcelona,34900
MERCEDES-BENZ Clase A,200,,2023,18245,Diésel,Barcelona,34950
MERCEDES-BENZ Clase A,200,,2022,60597,Diésel,Madrid,28490
MERCEDES-BENZ Clase A,200,,2019,54534,Diésel,Málaga,26695
MERCEDES-BENZ Clase A,200,Sedán,2020,76500,Diésel,Madrid,29990
MERCEDES-BENZ Clase A,200,,2023,9615,Diésel,Barcelona,36900
MERCEDES-BENZ Clase A,180,,2019,99000,Diésel,Barcelona,22900
MERCEDES-BENZ Clase A,250,,2020,119000,Híbrido Enchufable,Barcelona,27900
MERCEDES-BENZ Clase A,220,,2019,76000,Gasolina,Barcelona,32500
MERCEDES-BENZ Clase A,200,,2015,80500,Diésel,Madrid,18690
MERCEDES-BENZ Clase A,250,,2022,33025,Híbrido Enchufable,Madrid,32990
MERCEDES-BENZ Clase A,200,,2020,62616,Diésel,Madrid,26990
